Date,Safety Alert,Product Type,,
09/19/2022,"Salon Technologies, Inc. Issues Voluntary Nationwide Recall of Antica Ocean Citron Hand Sanitizer ( Alcohol ) Gel 65% Due to the Presence of Benzene","Drugs, Potential Foreign Material",,
09/16/2022,Voluntary Recall of  Certain Colgate Products Sold at Family Dollar Stores Because They Were Stored  Outside of Temperature Requirements,"Defect, Drugs",,
09/16/2022,Voluntary Recall of Certain Over-the-Counter Products Sold at Family Dollar Stores Because They Were Stored Outside of Temperature Requirements,"Defect, Medical Devices",,
09/06/2022,Philips Respironics Alerts Customers Worldwide of Updated Instructions and Labeling of Specific Sleep Therapy Masks That Contain Magnetic Headgear Clips Due to Potential Risk of Serious Injury,"Medical Devices, Device & Drug Safety",,
08/22/2022,"Hospira Issues A Voluntary Nationwide Recall For One Lot of Propofol Injectable Emulsion (Containing Benzyl Alcohol), Due To The Potential Presence of Visible Particulates","Drugs, Potential Foreign Material",,
08/03/2022,"Loud Muscle Science, LLC Issues Voluntary Recall of Launch Sequence Capsules Due to the Presence of Undeclared Tadalafil in United States and Canada","Drugs, Unapproved Drug",,
07/29/2022,Edgewell Personal Care Issues Voluntary Nationwide Recall of Banana Boat Hair & Scalp Sunscreen Due to the Presence of Benzene,"Drugs, Unapproved Drug, Device & Drug Safety",,
07/25/2022,Ultra Supplement LLC Issues Voluntary Nationwide Recall of Sustango Due to the Presence of Undeclared Tadalafil,"Drugs, Unapproved Drug",,
07/19/2022,MKS Enterprise LLC Voluntary Recalls of Dose Vital VIP Vital Honey Due to Presence of Undeclared Tadalafil,"Drugs, Unapproved Ingredient",,
07/01/2022,Information Regarding Medically Necessary Specialty Infant Formulas: Notice to Health Care Providers,Food & Beverages,,
06/30/2022,Copiktra (duvelisib): Drug Safety Communication - FDA Warns about Possible Increased Risk of Death and Serious Side Effects,"Drugs, Oncology",,
06/29/2022,Bryant Ranch Prepack Inc. Issues Voluntary Nationwide Recall of Morphine Sulfate 30 mg Extended Release and Morphine Sulfate 60 mg Extended-Release Due to Label-Mix Up,"Drugs, Mislabeling",,
06/09/2022,Green Pharmaceuticals Inc Issues Voluntary Nationwide Recall of SnoreStop NasoSpray Due to Microbial Contamination,"Drugs, Microbial Contamination",,
06/08/2022,Plastikon Healthcare Issues Voluntary Nationwide Recall of Milk of Magnesia Oral Suspension and Magnesium Hydroxide /Aluminum Hydroxide /Simethicone Oral Suspension Due to Microbial Contamination,"Drugs, Potential Foreign Material",,
06/01/2022,Ukoniq (umbralisib): Drug Safety Communication - FDA Approval of Lymphoma Medicine is Withdrawn Due to Safety Concerns,"Drugs, Oncology",,
04/22/2022,Pfizer Voluntary Nationwide Recall of Lots of ACCUPRIL® (Quinapril HCl) Due to N-Nitroso-Quinapril Content,"Drugs, Impurity",,
04/12/2022,"Mylan Pharmaceuticals Inc., a Viatris Company, Conducting Voluntary Nationwide Recall of One Batch of Insulin Glargine (Insulin glargine-yfgn) Injection, 100 units/mL (U-100), Due to the Potential for a Missing Label in the Batch","Drugs, Mislabeling",,
03/30/2022,Iodine-Containing Contrast Media: Drug Safety Communication - FDA Recommends Thyroid Monitoring in Babies and Young Children Who Receive Injections of Iodine-Containing Contrast Media for Medical Imaging,Drugs,,
03/29/2022,Teva Issues Voluntary Nationwide Recall of One Lot of IDArubicin Hydrochloride Injection USP 5 mg/5 mL Due to the Presence of Particulate Matter,"Drugs, Potential Foreign Material",,
03/22/2022,Adamis Pharmaceuticals Corporation Issues Nationwide Voluntary Recall of SYMJEPI® (Epinephrine) Injection for Potential Manufacturing Defect,"Defect, Drugs",,
03/07/2022,"Fresenius Kabi Issues Voluntary Recall of Sodium Acetate Injection, USP Due to the Presence of Particulate Matter","Drugs, Impurity",,
03/03/2022,B. Braun Medical Inc. Issues Voluntary Nationwide Recall of 0.9% Sodium Chloride for Injection USP 250ML in Excel Due to Fluid Leakage or Low Fill Volume,"Drugs, Potential Lack of Sterility",,
02/18/2022,"Family Dollar Stores Issues Voluntary Recall of Certain FDA-Regulated Products in Six States Including Drugs, Devices, Cosmetics, Foods","Animal & Veterinary, Cosmetics, Dietary Supplements, Drugs, Food & Beverages, Medical Devices, Salmonella",,
02/03/2022,Ukoniq (umbralisib): Drug Safety Communication - FDA Investigating Possible Increased Risk of Death with Lymphoma,Drugs,,
01/28/2022,"AuroMedics Pharma LLC Issues Voluntary Nationwide Recall of Polymyxin B for Injection USP, 500,000 Unit per Vial, Due to the Presence of Particulate Matter","Drugs, Potential Foreign Material",,
01/19/2022,"Mylan Pharmaceuticals Inc., a Viatris Company, Conducting Voluntary Recall of One Batch of Semglee® (insulin glargine injection), 100 units/mL (U-100), 3 mL Prefilled Pens, Due to the Potential for a Missing Label in the Batch","Drugs, Mislabeling",,
01/12/2022,"Viona Pharmaceuticals Inc., Issues Voluntary Nationwide Recall of Metformin HCl Extended- Release Tablets, USP 750 mg, Due to the Detection of N-Nitrosodimethylamine (NDMA) Impurity","Drugs, Impurity",,
01/12/2022,Buprenorphine: Drug Safety Communication -  FDA warns about dental problems with buprenorphine medicines dissolved in the mouth to treat opioid use disorder and pain,Drugs,,
12/30/2021,"Taro Pharmaceuticals U.S.A. Issues Voluntary Nationwide Recall of Clobetasol Propionate Ointment USP, 0.05%, 60 g Tubes, Lot AC13786 Due to Microbial Contamination","Drugs, Potential Foreign Material",,
12/27/2021,Padagis Issues Voluntary Nationwide Recall for Nitroglycerin Lingual Spray Due to a Possible Defective Delivery System,"Defect, Drugs",,
11/23/2021,P&G Issues Voluntary Recall of Specific Old Spice and Secret Aerosol Spray Antiperspirants and Old Spice Below Deck Aerosol Spray Products Due to Detection of Benzene,"Cosmetics, Drugs, Unapproved Ingredient, Unapproved Ingredient",,
11/02/2021,Alcohol-based Hand Sanitizer: Drug Safety Communication - Getting in the Eyes Can Cause Serious Injury,Drugs,,
10/19/2021,Cook Medical Issues Voluntary Recall of Transseptal Needle and Transseptal Needle with Catheter,"Defect, Medical Devices",,
10/14/2021,"Lupin Pharmaceuticals, Inc. Issues Voluntarily Nationwide Recall of All Irbesartan Tablets and Irbesartan and Hydrochlorothiazide Tablets Due to Potential Presence of N-nitrosoirbesartan Impurity","Drugs, Impurity",,
10/01/2021,Bayer Issues Voluntary Recall of Specific Lotrimin® and Tinactin® Spray Products Due to the Presence of Benzene,"Drugs, Unapproved Ingredient",,
09/30/2021,"Coppertone® Issues Voluntary Nationwide Recall of Specific Lots of Pure & Simple SPF 50 Spray (2021 Launch), Sport Mineral SPF 50 Spray (2021 Launch), and Travel-Size Coppertone® Sport Spray SPF 50 (1.6OZ) Aerosols Sunscreen Sprays Due to the Presence of Benzene","Cosmetics, Drugs, Skin Care Products, Unapproved Drug",,
09/26/2021,Eli Lilly and Company Issues Voluntary Nationwide Recall of One Lot of GLUCAGON® Emergency Kit Due to Loss of Potency,"Defect, Drugs",,
09/16/2021,Pfizer Expands Voluntary Nationwide Recall to include All Lots of CHANTIX®  (Varenicline) Tablets Due to N-Nitroso Varenicline Content,"Drugs, Impurity",,
09/07/2021,"ICU Medical Issues a Voluntary Nationwide Recall of Aminosyn II 15%, An Amino Acid Injection, Sulfite Free IV Solution Due to the Presence of Particulate Matter","Drugs, Impurity",,
09/02/2021,"Magellan Diagnostics, Inc. Expands Voluntary Recall of LeadCare® Test Kits","Defect, Medical Devices",,
09/01/2021,"Janus Kinase (JAK) inhibitors: Drug Safety Communication - FDA Requires Warnings about Increased Risk of Serious Heart-related Events, Cancer, Blood Clots, and Death",Drugs,,
07/20/2021,Statins: Drug Safety Communication - FDA Requests Removal of Strongest Warning Against Using Cholesterol-lowering Statins During Pregnancy,Drugs,,
07/19/2021,Pfizer Issues a Voluntary Nationwide Recall for Twelve Lots of CHANTIX® (Varenicline) Tablets Due to N-Nitroso Varenicline Content,"Drugs, Ingredient Level",,
06/22/2021,"Prairie Wolf Spirits, Inc. Issues Voluntary Nationwide Recall of Prairie Wolf Distillery Hand Sanitizer Packed in 16.9 Oz. and 20 Oz Bottles Because They Resemble Drink Containers","Drugs, Packaging Defect",,
06/15/2021,Philips Issues a Recall Notification* to Mitigate Potential Health Risks Related to the Sound Abatement Foam Component in Certain Sleep and Respiratory Care Devices,"Defect, Medical Devices",,
05/26/2021,"Ocaliva (obeticholic acid) by Intercept Pharmaceuticals: Drug Safety Communication - Due to Risk of Serious Liver Injury, FDA Restricts Use of Ocaliva in Primary Biliary Cholangitis Patients with Advanced Cirrhosis",Drugs,,
05/11/2021,Yamtun7 Issues Voluntary Nationwide Recall of Poseidon Platinum 3500 Due to the Presence of Undeclared Tadalafil and Sildenafil,"Drugs, Unapproved Drug",,
04/19/2021,Tenacore LLC Issues Nationwide Recall of Tenacore’s Replacement for the Front Bezel Assembly of the CareFusion Alaris 8100 Infusion Pump Module,"Defect, Medical Devices",,
03/31/2021,Lamictal (lamotrigine): Drug Safety Communication - Studies Show Increased Risk of Heart Rhythm Problems in Patients with Heart Disease,"Drugs, Prescription Drugs",,
03/25/2021,Benzedrex (propylhexedrine): Drug Safety Communication - FDA Warns that Abuse and Misuse of the Nasal Decongestant Causes Serious Harm,"Drugs, Over-the-Counter Drugs",,
03/25/2021,S&B Shopper LLC Issues Voluntary Nationwide Recall of Imperial Extreme 2000mg Due to Presence of Undeclared Sildenafil and Tadalafil,"Drugs, Unapproved Drug",,
03/17/2021,"PNHC, LLC d/b/a Heal the World Issues Voluntary Nationwide Recall of Heal the World Hand Sanitizer Packaged in 9.6 Ounce Bottles Because They Resemble Small Water Bottles","Drugs, Potential Packaging Issue, Potential Packaging Issue",,
02/04/2021,"Xeljanz, Xeljanz XR (tofacitinib): Drug Safety Communication - Initial Safety Trial Results Find Increased Risk of Serious Heart-related Problems and Cancer with Arthritis and Ulcerative Colitis Medicine",Drugs,,
01/28/2021,Safety Recall for Deluxe Heat Therapy Massager,"Defect, Medical Devices",,
01/08/2021,"Fresenius Kabi Issues Voluntary Nationwide Recall of Ketorolac Tromethamine Injection, USP Due to the Presence of Particulate Matter","Drugs, Impurity",,
12/31/2020,"Precision Dose, Inc. Issues Voluntary Nationwide Recall of Paroex Chlorhexidine Gluconate Oral Rinse USP, 0.12%, 15mL Due to Microbial Contamination","Drugs, Impurity",,
12/09/2020,AvKARE Issues Voluntary Nationwide Recall of Sildenafil 100mg Tablets and Trazodone 100mg Tablets Due to Product Mix-Up,"Drugs, Packaging Defect",,
11/23/2020,Fusion Health and Vitality Issues Voluntary Nationwide Recall of Core Essential Nutrients and Immune Boost Sublingual Vitamin D3 Due to the Unapproved Use of a Food Additive and Unapproved Marketing Statements,"Dietary Supplements, Drugs, Unapproved Drug",,
10/15/2020,Nonsteroidal Anti-Inflammatory Drugs (NSAIDs): Drug Safety Communication - Avoid Use of NSAIDs in Pregnancy at 20 Weeks or Later,"Drugs, Device & Drug Safety",,
10/05/2020,"Marksans Pharma Limited Issues Expansion of Voluntary Nationwide Recall of Metformin Hydrochloride Extended-Release Tablets, USP 500mg & 750mg, Due to the Detection of N-Nitrosodimethylamine (NDMA)","Drugs, Impurity",,
10/02/2020,Ashtel Studios Issues Voluntary Recall of Licensed Hand Sanitizers Packaged in 0.84 Fluid Ounce Pouches Due to Misbranding Because They Resemble Food and Drink Container Pouches,"Drugs, Potential Packaging Issue",,
09/30/2020,"DMM VISSION, S.A. DE C.V. Issues Voluntary Nationwide Recall of Cleaner Hand Sanitizer 500 mL and 1200 mL Bottles Due to the Possible Presence of Undeclared Methanol (Wood Alcohol)","Drugs, Impurity",,
09/24/2020,Benadryl (diphenhydramine): Drug Safety Communication - Serious Problems with High Doses of the Allergy Medicine,"Drugs, Over-the-Counter Drugs",,
09/23/2020,Benzodiazepine Drug Class: Drug Safety Communication - Boxed Warning Updated to Improve Safe Use,Drugs,,
09/23/2020,"Sun Pharmaceutical Industries, Inc. Issues Voluntary Nationwide Recall of RIOMET ER™ (Metformin Hydrochloride for Extended-Release Oral Suspension) Due to N-Nitrosodimethylamine (NDMA) Content Above the Acceptable Daily Intake (ADI) Limit","Drugs, Impurity",,
09/03/2020,"AJR Trading LLC Issues Voluntary Nationwide Recall of bio aaa Advance Hand Sanitizer 480 mL Bottles, Lot 20DF8307","Drugs, Impurity",,
09/01/2020,BD Provides Update on Previously Disclosed Recall of BD Alaris System Hardware,"Defect, Medical Devices",,
08/31/2020,Open Book Extracts Issues Voluntary Nationwide Recall of All Lots of Always Be Clean Hand Sanitizer and Just Hand Sanitizer that are Labeled to Contain Methanol,"Drugs, Impurity",,
08/28/2020,Harmonic Nature Issues Voluntary Nationwide Recall of Hand Sanitizer Due to the Presence of 1-Propanol,"Drugs, Potential Foreign Material",,
08/26/2020,"Invokana, Invokamet, Invokamet XR (canagliflozin): MedWatch Safety Alert - Boxed Warning about Risk of Leg and Foot Amputations Removed",Drugs,,
08/26/2020,"Nanomateriales, SA de CV Issues Voluntary Nationwide Recall of All Lots of Zanilast+gel Due to the Presence of 1-Propanol","Drugs, Potential Foreign Material",,
08/25/2020,"Asiaticon SA de CV Issues Voluntary Nationwide Recall of V-Klean Hand Sanitizer Gel, Medically Minded Hand Sanitizer Gel and Protz Real Protection Antibacterial Hand Sanitizer Due to Potential Presence of Methanol (Wood Alcohol) and Subpotent Ethanol Levels","Drugs, Impurity",,
08/20/2020,Grupo Asimex De Mexico Sa De CV Issues Voluntary Nationwide Recall of All Lots of Florence Morris Antiseptic Hand Sanitizer Due to Presence of Methanol (Wood Alcohol) and Sub-Potent Ethanol,"Drugs, Potential Foreign Material",,
08/20/2020,"Bayshore Pharmaceuticals, LLC Issues Voluntary Nationwide Recall of Metformin Hydrochloride Extended-Release Tablets USP, 500 mg and 750 mg Due to the Detection of N-Nitrosodimethylamine (NDMA) Impurity","Drugs, Impurity",,
08/18/2020,Albek de Mexico S.A. de C.V. Issues Voluntary Nationwide Recall of All Hand Sanitizers Due to Potential Presence of Undeclared Methanol,"Drugs, Unapproved Ingredient",,
08/18/2020,Grupo Yacana México S.A.S De C.V. Issues Voluntary Nationwide Recall of All Lots of Yacana Hand Sanitizer Due to Potential Presence of Methanol (Wood Alcohol) and Sub-Potent Ethanol,"Drugs, Potential Foreign Material, Potential Lack of Sterility",,
08/15/2020,SG24 LLC Issues Voluntary Nationwide Recall of  SkinGuard24 Hand Sanitizer Labeled to Contain Methanol,"Drugs, Unapproved Ingredient",,
08/09/2020,"Soluciones Cosméticas Issues Voluntary Nationwide Recall of Bersih Hand Sanitizer Gel Due to The Potential Presence of Undeclared Methanol (Wood Alcohol): Updated August 7, 2020","Drugs, Product Safety",,
08/07/2020,Incredible Products Sa De Cv Issues Voluntary Nationwide Recall of Gelbac T Antibacterial Handgel,"Drugs, Unapproved Ingredient",,
08/04/2020,"Roque Plast S.A. de C.V. Issues Voluntary Nationwide Recall of Command Brands Gel AntiBac Instant Hand Sanitizer Lots 200371-12, 200371OH-05, 170420OH-06, 170420OH-8 Due to Potential Presence of Methanol (Wood Alcohol)","Defect, Drugs",,
08/01/2020,LABORATORIOS JALOMA S.A. de C.V. Issues Voluntary Recall of the Jaloma Antiseptic Hand Sanitizer Due to the Potential Presence of Undeclared Methanol,"Drugs, Unapproved Ingredient",,
07/28/2020,Broncolin S.A. de C.V. Issues Voluntary Nationwide Recall of Herbacil Antiseptic Hand Sanitizer 70% Alcohol Due to Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Unapproved Ingredient",,
07/27/2020,"Resource Recovery & Trading, LLC.,Issues Nationwide Recall of Hand Sanitizer Due to Potential Presence of Methanol (Wood Alcohol) and Subpotency Ethyl Alcohol Company Announcement","Drugs, Unapproved Ingredient",,
07/27/2020,4e Brands North America Issues Expanded Nationwide Voluntary Recall of Hand Sanitizer Due to Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Unapproved Ingredient",,
07/24/2020,Real Clean Distribuciones SA de CV Issues Voluntary Nationwide Recall of Four Hand Sanitizer Due to Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Potential Foreign Material",,
07/24/2020,Maquiladora Miniara S.A. de C.V. Issues Voluntary Nationwide Recall of Shine and Clean Hand Sanitizer and Due to Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Potential Foreign Material",,
07/23/2020,Opioid Pain Relievers or Medicines to Treat Opioid Use Disorder: MedWatch Safety Alert  - FDA Recommends Health Care Professionals Discuss Naloxone with All Patients when Prescribing,Drugs,,
07/20/2020,LIQ-E S.A. de C.V. Issues Voluntary Recall of the Optimus Instant Hand Sanitizer Due to the Potential Presence of Undeclared Methanol,"Drugs, Potential Foreign Material",,
07/14/2020,Soluciones Cosméticas Issues Voluntary Nationwide Recall of Bersih Hand Sanitizer Gel Due to the Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Unapproved Ingredient",,
07/14/2020,"AAA Cosmética, S.A. de C.V. Issues Voluntary Nationwide Recall of all Lots Within Expiry of bio aaa Advance Hand Sanitizer 480 mL Due to the Potential Presence of Undeclared Methanol (Wood Alcohol)","Drugs, Unapproved Ingredient",,
07/13/2020,4e Brands North America Issues Nationwide Voluntary Recall of Hand Sanitizer Due to Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Unapproved Ingredient",,
07/08/2020,Endologix Issues Correction Notice for Ovation iX Abdominal Stent Graft System,"Defect, Medical Devices",,
07/08/2020,"Lupin Pharmaceuticals, Inc. Issues Voluntarily Nationwide Recall of Metformin Hydrochloride Extended-Release Tablets, 500mg and 1000mg Due to the Detection of N-Nitrosodimethylamine (NDMA) Impurity","Drugs, Impurity",,
07/06/2020,ITECH 361 Issues Voluntary Nationwide Recall of All Clean Hand Sanitizer and Moisturizer and Disinfectant Due to The Potential Presence of Undeclared Methanol (Wood Alcohol),"Drugs, Potential Foreign Material",,
07/02/2020,"Transliquid Technologies LLC Issues Voluntary Recall of Mystic Shield Protection Topical Solution Due to Presence of Undeclared Methanol for the States of California, Louisiana, Massachusetts, and Texas","Cosmetics, Drugs, Skin Care Products, Unapproved Ingredient",,
06/29/2020,"UVT, INC. Issues Voluntary Nationwide Recall of SANIDERM ADVANCED HAND SANITIZER Due to the Potential Presence of Undeclared Methanol (Wood Alcohol)","Drugs, Impurity, Unapproved Ingredient",,
06/27/2020,"Saniderm Products Voluntarily Issues Regional (Virginia, Maryland, New Jersey) Recall of 1 L Saniderm Advanced Hand Sanitizer bottles produced by Eskbiochem SA de CV Due to the Potential Presence of Undeclared Methanol (Wood Alcohol)","Drugs, Potential Foreign Material",,
06/15/2020,Remdesivir by Gilead Sciences: FDA Warns of Newly Discovered Potential Drug Interaction That May Reduce Effectiveness of Treatment,,,
06/05/2020,"Teva Pharmaceuticals USA, Inc. Initiates Voluntary Nationwide Recall of Metformin Hydrochloride Extended-Release Tablets USP 500 mg and 750 mg Due to Detection of N-Nitrosodimethylamine (NDMA)","Drugs, Ingredient Level",,
06/03/2020,Two Neuromuscular Blocking Agents: CDER Alert - FDA Alerts Health Care Professionals to the Temporary Absence of Warning Statement on the Vial Caps,Drugs,,
06/01/2020,Epinephrine Auto-Injector Devices by Amneal and Impax: CDER Alert - FDA Alerts Patients and Health Care Professionals About Device Malfunction,"Drugs, Prescription Drugs, Product Safety",,
05/11/2020,"MasterPharm, LLC. Issues Voluntary Nationwide Recall of Finasteride Plus 1.25mg Due to the Presence of an Undeclared Antihypertensive Drug","Drugs, Unapproved Drug",,
04/27/2020,The FDA alerts health care providers about potential risks with liquid-filled intragastric balloons,,,
04/24/2020,Hydroxychloroquine or Chloroquine for COVID-19: Drug Safety Communication - FDA Cautions Against Use Outside of the Hospital Setting or a Clinical Trial Due to Risk of Heart Rhythm Problems,,,
04/10/2020,Ivermectin Intended for Animals: Letter to Stakeholders - Do Not Use in Humans as a Treatment for COVID-19,,,
04/09/2020,Fecal Microbiota for Transplantation: New Safety Information - Regarding Additional Protections for Screening Donors for COVID-19 and Exposure to SARS-CoV-2 and Testing for SARS-CoV-2,,,
04/01/2020,All Ranitidine Products (Zantac): Press Release - FDA Requests Removal,"Drugs, Prescription Drugs, Product Safety",,
03/23/2020,Fecal Microbiota for Transplantation: Safety Alert - Regarding Additional Safety Protections Pertaining to SARS-CoV-2 and COVID-19,,,
03/16/2020,Kadesh Incorporation Issues Voluntary Nationwide Recall of Puriton Eye Relief Drops Due to Non-Sterile Production Conditions,"Drugs, Over-the-Counter Drugs, Potential Lack of Sterility",,
03/12/2020,Fecal Microbiota for Transplantation: Safety Alert - Risk of Serious Adverse Events Likely Due to Transmission of Pathogenic Organisms,,,
03/04/2020,Singulair (montelukast) and All Montelukast Generics: Strengthened Boxed Warning - Due to Restricting Use for Allergic Rhinitis,"Drugs, Prescription Drugs, Product Safety",,
02/20/2020,Abbott Initiates Voluntary Recall of Specific Lots of Two Coronary Catheters,"Defect, Medical Devices",,
02/13/2020,"Belviq, Belviq XR (lorcaserin) by Eisai: Drug Safety Communication - FDA Requests Withdrawal of Weight-Loss Drug","Drugs, Prescription Drugs, Product Safety",,
01/28/2020,"Clozaril, Fazaclo ODT, Versacloz (clozapine): Drug Safety Communication - FDA Strengthens Warning That Untreated Constipation Can Lead to Serious Bowel Problems","Drugs, Prescription Drugs",,
01/16/2020,Surgical Gowns and Packs by Cardinal Health: FDA Statement - Potential Quality Issues Affecting Some of its Level 3 Surgical Gowns and Accompanying PreSource Procedural Packs,Medical Devices,,
01/14/2020,"Belviq, Belviq XR (lorcaserin): Drug Safety Communication - Due to Possible Increased Risk of Cancer","Drugs, Prescription Drugs, Product Safety",,
01/10/2020,Stryker Launches Voluntary Field Action for Specific Units of The LIFEPAK® 15 Monitor/Defibrillator,"Defect, Medical Devices",,
01/08/2020,"Denton Pharma, Inc. dba Northwind Pharmaceuticals Voluntarily Recalls All Unexpired Lots of its Ranitidine Tablets and Ceases Distribution, Due to Possible Presence of N-nitrosodimethylamine (NDMA) Impurity","Drugs, Potential Lack of Sterility, Unapproved Ingredient",,
01/08/2020,Mavidon Issues Voluntary Worldwide Recall of Manufactured Products Including Lemonprep® Tubes And Single Use Cups Pediaprep® Tubes And Single Use Cups Wave Prep® Tubes And Single Use Cups Cardio Prep Single Use Cups Due To Burkholderia Cepacia Contamination,"Defect, Medical Devices",,
12/19/2019,"Neurontin, Gralise, Horizant (gabapentin) and Lyrica, Lyrica CR (pregabalin): Drug Safety Communication - Serious Breathing Problems","Drugs, Prescription Drugs",,
12/09/2019,Public Safety Alert Due to Marketing of Unapproved Stem Cell and Exosome Products,,,
10/22/2019,GL Holdings Issues Voluntary Worldwide Recall of Green Lumber Products Due to Presence of Undeclared Tadalafil,"Drugs, Device & Drug Safety",,
10/04/2019,Lung Injury Update: FDA Warns Public to Stop Using Tetrahydrocannabinol (THC)-Containing Vaping Products and Any Vaping Products Obtained Off the Street,,,
09/23/2019,"Sandoz Inc. Issues Voluntary Recall of Ranitidine Hydrochloride Capsules 150mg and 300mg  Due to An Elevated Amount of Unexpected Impurity, N-Nitrosodimethylamine (NDMA), in the Product","Drugs, Potential Foreign Material",,
09/13/2019,"Ibrance (palbociclib), Kisqali (ribociclib), and Verzenio (abemaciclib): Drug Safety Communication - Due to Rare but Severe Lung Inflammation","Drugs, Prescription Drugs",,
09/12/2019,Zantac (ranitidine): Safety Information - NDMA Found in Samples of Some Ranitidine Medicines,"Drugs, Over-the-Counter Drugs, Prescription Drugs",,
09/10/2019,"The Metrix Company of Dubuque, Iowa is Recalling Specific Lots of the Empty IV Flexible Containers (Bag) Marketed Under the Metrix Secure EVA Dual Chamber and Baxter ExactaMix Names, Due to the Potential for Leaking of the IV Bag at the Chamber Divider Rod","Medical Devices, Packaging Defect",,
09/06/2019,Tetrahydrocannabinol (THC)-containing Vaping Products: Vaping Illnesses,,,
08/30/2019,E-Cigarette Products: Safety Communication - Due to the Incidents of Severe Respiratory Disease Associated with Use of an E-Cigarette Product,Product Safety,,
08/28/2019,"Hepatitis C Medicines (Mavyret, Zepatier, and Vosevi): Drug Safety Communication - Due to Rare Occurrence of Serious Liver Injury in Some patients with Advanced Liver Disease","Drugs, Prescription Drugs",,
07/26/2019,"Xeljanz, Xeljanz XR (tofacitinib): Drug Safety Communication - Due to an Increased Risk of Blood Clots and Death with Higher Dose","Drugs, Prescription Drugs",,
07/25/2019,Allergan Voluntarily Recalls BIOCELL® Textured Breast Implants and Tissue Expanders,"Defect, Medical Devices",,
07/19/2019,Bayer Statement on Voluntary Recall of Two Lots of Kogenate® FS Antihemophilic Factor (Recombinant) in the United States,"Biologics, Mislabeling",,
07/18/2019,BD Provides Update on Voluntary Recalls of Alaris™ Pump Module Model 8100 and Certain Alaris™ Pump Infusion Sets,"Defect, Medical Devices",,
06/19/2019,Fecal Microbiota for Transplantation: Safety Communication- Risk of Serious Adverse Reactions Due to Transmission of Multi-Drug Resistant Organisms,,,
06/11/2019,"Teva Pharmaceuticals USA, Inc. Expands Voluntary Nationwide Recall of Losartan Potassium to 50 mg and 100 mg Tablets USP, Sold Exclusively to Golden State Medical Supply, Inc.","Drugs, Generic Drugs, Potential Lack of Sterility",,
05/03/2019,"Vivimed Life Sciences Pvt Ltd Issues Voluntary Nationwide Recall of Losartan Potassium 25 mg, 50 mg and 100 mg Tablets, USP Due to the Detection of Trace Amounts of N-Nitroso-N-methyl-4-aminobutyric acid (NMBA) Impurity","Defect, Drugs, Generic Drugs",,
04/30/2019,"Certain Prescription Insomnia Medicines: New Boxed Warning - Due to Risk of Serious Injuries Caused by Sleepwalking, Sleep Driving and Engaging in Other Activities While Not Fully Awake","Drugs, Prescription Drugs",,
04/03/2019,"E-cigarette: Safety Communication - Related to Seizures Reported Following E-cigarette Use, Particularly in Youth and Young Adults","E-cigarettes, Tobacco, Health warnings",,
02/04/2019,Dr. Reddy's Laboratories Continues its Voluntary Nationwide Recall of Levetiracetam in 0.54% Sodium Chloride Injection 1500mg/100mL Due to Mislabeling,"Drugs, Generic Drugs, Mislabeling",,
02/01/2019,Stryker Launches Voluntary Field Action for Specific Units of the LIFEPAK® 15 Monitor/Defibrillator,"Defect, Medical Devices",,
01/29/2019,"Tris Pharma, Inc Expands Its Voluntary Nationwide Retail Recall of Ibuprofen Oral Suspension Drops, USP, 50 mg per 1.25 mL, Due to Higher Concentration of Ibuprofen","Drugs, Generic Drugs, Over-the-Counter Drugs, Ingredient Level",,
12/17/2018,"Enovachem Pharmaceuticals Issues Voluntary Nationwide Recall of Dyural-40 and Dyural-80 Convenience Kits Containing Recalled Sodium Chloride Injection, USP, 0.9% Due to Latex Hazard","Drugs, Potential Foreign Material",,
03/22/2018,BD Updates Instructions for Use for Certain BD Vacutainer® Blood Collection Tubes,"Drugs, Incorrect Instructions",,
03/16/2018,Bayer Issues Voluntary Recall of Alka-Seltzer Plus® Products,"Drugs, Device & Drug Safety",,
02/08/2018,Ultra Shop Supplement Issues Voluntary Nationwide Recall of Super Panther 7K Due to Presence of Undeclared Sildenafil and Tadalafil,"Dietary Supplements, Drugs, Generic Drugs, Unapproved Drug",,
01/24/2018,"Magno-Humphries Laboratories, Inc., Issues Voluntary Nationwide Recall of Basic Drugs Brand of Senna Laxative Due to Mislabeling","Drugs, Device & Drug Safety",,
01/10/2018,"International Laboratories, LLC Issues Voluntary Nationwide Recall of one (1) Lot of Clopidogrel Tablets USP, 75 mg packaged in bottles of 30 tablets Due to Mislabeling NDC # 54458-888-16; Lot # 117099A","Drugs, Device & Drug Safety",,
10/19/2017,"Kiriko, LLC. Issues Voluntary Nationwide Recall of A1 Slim Due to Undeclared Sibutramine, Phenolphthalein and N-Desmethyl Sibutramine","Dietary Supplements, Drugs, Generic Drugs, Unapproved Drug",,
09/12/2017,Medtronic Announces Voluntary Recall of Diabetes Infusion Sets,"Defect, Medical Devices",,
